回答url,页码,评论作者,作者性别,评论内容,作者主页,作者头像,评论时间,评论级别,点赞数,IP属地
https://www.zhihu.com/answer/3457938953,1,代码之诗,男,<p>也不要那么绝对嘛。除了大厂，反正我从来没见过哪家会真的写一个 schema。这是个过度设计，大家用脚投票了啊。然后，剩下的部分也还好。</p>,https://www.zhihu.com/people/dai-ma-zhi-shi,https://pic1.zhimg.com/v2-d634240b5e3e3dd3628dbad730a86b5b.jpg?source=06d4cd63,2024-04-08 22:39:37,一级评论,1,北京
https://www.zhihu.com/answer/3457938953,1,Jeff,男,最后一个想法不错<br>但不是很明白这里LLM作为中间商实际的作用,https://www.zhihu.com/people/jeff-90,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-04-08 22:46:53,一级评论,0,中国香港
https://www.zhihu.com/answer/3457938953,1,PsIoNiC,男,极大提升效率,https://www.zhihu.com/people/fei-zhuan-ji-yin-jiang-zhu-ti-20,https://picx.zhimg.com/v2-7ceea3cbc8ebbc03838e02cb72740135.jpg?source=06d4cd63,2024-04-09 09:32:24,二级评论,1,北京
https://www.zhihu.com/answer/3457938953,1,钱乎,男,哈哈，一起啊非常不理解要schema干啥用…[捂脸],https://www.zhihu.com/people/qianwanpeng,https://pic1.zhimg.com/v2-8af304e01a0f6d40d516b1499bde5fb4.jpg?source=06d4cd63,2024-04-08 21:32:45,一级评论,0,日本
https://www.zhihu.com/answer/3457938953,1,一桶冷水,男,k8s的yaml在内部实现中是json转换过来的，所以完全等价于json。那么k8s的配置有没有schema？,https://www.zhihu.com/people/hao-qi-35-24,https://pic1.zhimg.com/v2-ec5085f633a69663c1abd624ad69e1c6.jpg?source=06d4cd63,2024-04-20 08:36:50,二级评论,0,上海
https://www.zhihu.com/answer/3164986536,1,Josephine,男,<p>感觉层级多了之后看json是一种煎熬</p>,https://www.zhihu.com/people/josephine-22-53,https://picx.zhimg.com/v2-021cfd882cc1100beb26c7a50bee019d.jpg?source=06d4cd63,2023-08-15 08:47:41,一级评论,17,上海
https://www.zhihu.com/answer/3164986536,1,倪静风,男,现在有一键formater工具,https://www.zhihu.com/people/find-goo,https://picx.zhimg.com/v2-a5c4ec5b99f54dd47c6ea879b67b7930.jpg?source=06d4cd63,2023-08-17 16:47:43,二级评论,1,安徽
https://www.zhihu.com/answer/3164986536,1,从前有座山,未知,<p>就是因为流量，贫穷消灭了XML，捧红了JSON[捂脸]</p>,https://www.zhihu.com/people/cong-qian-you-zuo-shan-23-4,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-09-10 18:13:18,二级评论,0,上海
https://www.zhihu.com/answer/3164986536,1,李临川,未知,json好就好在表达力不丰富，语法简单,https://www.zhihu.com/people/linxxx3,https://picx.zhimg.com/c5bdde093.jpg?source=06d4cd63,2023-08-30 17:16:18,一级评论,14,浙江
https://www.zhihu.com/answer/3164986536,1,Hongssd,男,复杂json后面全是大括号套中括号1122122113人都麻了,https://www.zhihu.com/people/Hongssd,https://picx.zhimg.com/v2-d17175cc493af6348d21a0746d622188.jpg?source=06d4cd63,2024-06-18 14:46:24,二级评论,0,广东
https://www.zhihu.com/answer/3164986536,1,方轻尘,男,"<p>&lt;a x=""b"" value=""d""&gt;c&lt;/a&gt; 属性有两种写法，这种上古时代的垃圾早就该退出历史舞台了</p>",https://www.zhihu.com/people/fang-qing-chen,https://pica.zhimg.com/5441e73d26f00ee189cb4d935fa023d5.jpg?source=06d4cd63,2023-08-14 16:57:34,一级评论,7,浙江
https://www.zhihu.com/answer/3164986536,1,canonical,男,<p>简单类型用节点属性表达，复杂属性用子节点表达，在一定程度上是有好处的，我们在XLang XTransform语法中用到了这一点。目前JSON格式缺少一种同像的模板语法，而且在表达一些复杂模型的时候在展现上比XML要啰嗦。XML存在的问题并不是XML语法格式的问题，往往是XML相关的国际规范的问题。自己重新实现XML解析器，XML元模型定义，XML模型转换就不存在这些问题了。你可以看一下Nop平台中的做法。目前Nop平台是混用XML和JSON，但是基础模型是以XML为主，因为要在编译期使用模板语言来动态生成，模板语法和模板生成结果要是同样格式，这样才可以自然的形成多阶段编译。</p>,https://www.zhihu.com/people/canonical-entropy,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-14 17:06:21,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,方轻尘,男,没有共识的标准没有意义，每家都有自己的写法，给一家写的xml解析器都没法给下家用。,https://www.zhihu.com/people/fang-qing-chen,https://picx.zhimg.com/5441e73d26f00ee189cb4d935fa023d5.jpg?source=06d4cd63,2023-08-14 18:45:20,二级评论,13,浙江
https://www.zhihu.com/answer/3164986536,1,逆流,未知,ide加持下手写xml还是很方便的。这种树形数据结构我目前为止也没发现比xml更直观的表示方法,https://www.zhihu.com/people/ni-liu-4-11-55,https://picx.zhimg.com/v2-25ac7c0d6225fc37e7f4419d75895b22.jpg?source=06d4cd63,2023-08-21 12:25:56,一级评论,6,上海
https://www.zhihu.com/answer/3164986536,1,临碣,男,和没说有啥区别,https://www.zhihu.com/people/wang-dong-shi-90,https://pic1.zhimg.com/v2-2ea96ac70e4dc217a702b7178aec410e.jpg?source=06d4cd63,2023-08-23 10:42:31,一级评论,3,辽宁
https://www.zhihu.com/answer/3164986536,1,canonical,男,<p>说了啊。反对使用XML的理由是不充分的。XML和JSON之间可以双向转换，本质上可以表达同样的信息。XML可以很自然的扩展得到模板语言，这是相对于JSON的优势，目前JSON缺少同像的模板语言设计</p>,https://www.zhihu.com/people/canonical-entropy,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-23 11:19:27,二级评论,5,北京
https://www.zhihu.com/answer/3164986536,1,黑风白雨,未知,<p>所以正确的XML用法就是把XML当JSON用</p>,https://www.zhihu.com/people/hei-feng-bai-yu-93,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-18 13:23:58,一级评论,4,山西
https://www.zhihu.com/answer/3164986536,1,canonical,男,<p>并不是的，可逆计算视角下一个领域结构应该具有明确的领域坐标，最基本的每个对象列表中的对象都应该有一个类似id的属性用于定位，无论是json还是xml都缺少相应的概念，我们在XDef元模型中明确补充了这个概念</p>,https://www.zhihu.com/people/canonical-entropy,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-18 13:32:14,二级评论,4,北京
https://www.zhihu.com/answer/3164986536,1,Cwood,男,在 XML 嵌入 json[大笑],https://www.zhihu.com/people/ceng-qing-ying-24,https://pic1.zhimg.com/8465aeeb374cf799bceeaaa98b18bce6.jpg?source=06d4cd63,2023-08-24 03:48:59,二级评论,1,广东
https://www.zhihu.com/answer/3164986536,1,熊猫熊猫,男,xml和json不是一样的吗[赞同],https://www.zhihu.com/people/xiong-hang-64,https://picx.zhimg.com/27b5db42c5f57142e4e04cb7aa04d78b.jpg?source=06d4cd63,2024-05-19 14:40:59,一级评论,1,四川
https://www.zhihu.com/answer/3164986536,1,canonical,男,本质上是一样的，在Nop平台中可以互相转换。但元编程时XML更直观一些,https://www.zhihu.com/people/canonical-entropy,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-19 15:57:55,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,GaaS,未知,xml连一个好用的解析库都没有，libxml2都是cve常客了,https://www.zhihu.com/people/huang-zi-yi-1-33,https://pic1.zhimg.com/v2-383dd1cdc7eee8a2537a8880d422c97d.jpg?source=06d4cd63,2023-09-07 17:41:28,一级评论,2,北京
https://www.zhihu.com/answer/3164986536,1,canonical,男,<p>我们是自己写，只采用最基本的XML语法形式，其他扩展的如xpath， xtransform等语法都重新设计，schema不采用xsd，重新设计了xdef语言</p>,https://www.zhihu.com/people/canonical-entropy,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-09-07 19:18:18,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,hb li,男,<p>arg套arg是干什么？</p>,https://www.zhihu.com/people/hb-li-39,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-08 13:14:51,一级评论,1,辽宁
https://www.zhihu.com/answer/3164986536,1,canonical,男,多写了一层,https://www.zhihu.com/people/canonical-entropy,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-08 15:33:55,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,洛筋,未知,<p>[吃瓜]你这是用xml的思路写xml然后机械转成json，xml比json简洁是必然。</p>,https://www.zhihu.com/people/luo-jin-22-49,https://picx.zhimg.com/4396f562d8ad876fab010fbc73183dd9.jpg?source=06d4cd63,2023-09-07 22:47:17,一级评论,1,广东
https://www.zhihu.com/answer/3164986536,1,canonical,男,"<p>参见  <a href=""https://zhuanlan.zhihu.com/p/651450252"" class=""internal"">canonical：为什么Nop平台坚持使用XML而不是JSON或者YAML</a></p>",https://www.zhihu.com/people/canonical-entropy,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-09-08 08:16:18,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,alpha,男,这两个格式不仅人要看，机器也要解析，还要对比一下内存和CPU占用，否则xml完成度可比JSON好多了,https://www.zhihu.com/people/phoebos-sun,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-09-06 18:13:38,一级评论,1,北京
https://www.zhihu.com/answer/3164986536,1,szcuipeng,未知,json这个名字，说明了一切,https://www.zhihu.com/people/szcuipeng,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-09-02 13:06:10,一级评论,1,广东
https://www.zhihu.com/answer/3164986536,1,正要包容不太正的,男,<p>或者可以理解为，用JSON替换XML的场景更在意减少带宽压力而不是很在意类型描述。</p>,https://www.zhihu.com/people/amachi317,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-09-01 06:44:15,一级评论,1,辽宁
https://www.zhihu.com/answer/3164986536,1,胖萌舍长,男,如果为了方便看，不如yaml,https://www.zhihu.com/people/wo-shi-ni-die-kan-wang,https://picx.zhimg.com/v2-f81c01c4e2ccad6929e8849966678b55.jpg?source=06d4cd63,2024-05-24 12:28:37,一级评论,0,安徽
https://www.zhihu.com/answer/3164986536,1,canonical,男,yamI做复杂的元编程的时候还是不如xml。Nop平台中XML、JSON和Yaml是自动转换的,https://www.zhihu.com/people/canonical-entropy,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-24 16:37:29,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,慕林,男,不要剑走偏锋 ,https://www.zhihu.com/people/xiao-yan-hui-27,https://picx.zhimg.com/da8e974dc.jpg?source=06d4cd63,2024-05-23 13:23:33,一级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,canonical,男,不要被别人洗脑了，人云亦云。一切分析都只基于基本的数学原理,https://www.zhihu.com/people/canonical-entropy,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-23 15:09:11,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,Next,男,xml 不知道为什么，看见我就头疼[飙泪笑][飙泪笑][飙泪笑],https://www.zhihu.com/people/lei-lei-97-22,https://picx.zhimg.com/v2-de34040585e2a84d663433cb97e43a38.jpg?source=06d4cd63,2024-05-20 11:22:57,一级评论,0,江苏
https://www.zhihu.com/answer/3164986536,1,canonical,男,你学习一点Nop平台可以纠正一下,https://www.zhihu.com/people/canonical-entropy,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-20 13:29:49,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,Chaney Zorn,男,第一家公司就是这种风格，可以说一模一样，说什么好呢，如果这种风格真的好，我干嘛学通用语言而不用这个DSL，操作个字典链表都难受，啥事儿干不了，这玩意发明的人爽了，用的人就和正经写代码的前途说拜拜了。,https://www.zhihu.com/people/chaney-zorn,https://picx.zhimg.com/efd0104771a3213f9d6e30f0694edf7e.jpg?source=06d4cd63,2024-05-18 18:14:35,一级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,canonical,男,操作列表可以用内嵌脚本语言。Nop平台是基于下一代软件构造理论从零开始构建，与你接触过的肯定不一样。现在Nop平台的实践是代码量比现有框架少一个数量级且提供更多功能，整体一致性更强,https://www.zhihu.com/people/canonical-entropy,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-18 19:38:35,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,闲日答题,未知,json是因为javascript原因，xml解析比json麻烦，xml规范太麻烦了。,https://www.zhihu.com/people/wxead5191c54667c8c,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-18 09:45:33,一级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,canonical,男,我们只使用XML的基本格式，不使用DOM规范，解析和序列化自己写就解决这个问题了,https://www.zhihu.com/people/canonical-entropy,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-18 10:48:16,二级评论,1,北京
https://www.zhihu.com/answer/3164986536,1,闲日答题,未知,哪有json简单,https://www.zhihu.com/people/wxead5191c54667c8c,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-21 23:20:42,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,1,lewulezo,男,<p>就算看你的例子，还是觉得json顺眼多了。。。我连html都想写成json的模样，习惯jetpack compose或者swift UI的写法了。</p>,https://www.zhihu.com/people/lewulezo,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2024-05-07 12:02:52,一级评论,0,上海
https://www.zhihu.com/answer/3164986536,1,叶芝秋,男,xml 确实是挺适合描述 UI，但其它模型的数据交换，通常还是 JSON 更适合,https://www.zhihu.com/people/xie-zhi-qiu-2099,https://pic1.zhimg.com/v2-93087b96b626c4e808bc9650fd65996d.jpg?source=06d4cd63,2024-04-30 19:15:52,一级评论,0,湖南
https://www.zhihu.com/answer/3164986536,2,一桶冷水,男,啥？xml嵌套层级过多？[doge]前端写html不也这样么？[看看你]那究竟是为什么呢。,https://www.zhihu.com/people/hao-qi-35-24,https://picx.zhimg.com/v2-ec5085f633a69663c1abd624ad69e1c6.jpg?source=06d4cd63,2024-04-20 08:21:21,一级评论,0,上海
https://www.zhihu.com/answer/3164986536,2,zjsxwc,男,yaml就是json的超集，yaml天然支持json,https://www.zhihu.com/people/zjsxwc,https://pic1.zhimg.com/v2-b02bb2309f045bef57ccbda55b15ec44.jpg?source=06d4cd63,2023-09-07 11:34:57,一级评论,0,浙江
https://www.zhihu.com/answer/3164986536,2,史莱姆捏,未知,<p>问题是追求可读性TOML、YAML哪个不比XML强？</p>,https://www.zhihu.com/people/FenQiDian,https://picx.zhimg.com/v2-91793042e2b4388eaa29dca43cdb0e35.jpg?source=06d4cd63,2023-09-04 23:38:52,一级评论,0,江苏
https://www.zhihu.com/answer/3164986536,2,canonical,男,"<p>考虑到与同像的模板语言集成，使用元编程，XML目前还是有优势。参见 <a href=""https://zhuanlan.zhihu.com/p/651450252"" class=""internal"">canonical：为什么Nop平台坚持使用XML而不是JSON或者YAML</a></p>",https://www.zhihu.com/people/canonical-entropy,https://pica.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-09-05 06:56:37,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,2,Meridian,未知,TOML摆明了不想让你做嵌套，要是多层嵌套的结构TOML几乎无法阅读,https://www.zhihu.com/people/lu-ren-ba-liao-16,https://picx.zhimg.com/v2-de68aa09f4f03e62bad04fe88c35b772.jpg?source=06d4cd63,2024-04-29 12:51:44,二级评论,0,陕西
https://www.zhihu.com/answer/3164986536,2,正要包容不太正的,男,<p>JSON毕竟是面向对象和弱类型时代的产物。像C#这种强类型巅峰时期诞生的语言后续都要加入弱类型特性。</p>,https://www.zhihu.com/people/amachi317,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-09-01 06:38:49,一级评论,0,辽宁
https://www.zhihu.com/answer/3164986536,2,盖拉斯,男,<p>说到底还是只敢拉一个 json 不擅长而XML十分擅长的场景来对比了。<br>页面元素，这个事情在 web 上一直都是 HTML 在做，经过千锤百炼，自然已经是最好的方案。</p>,https://www.zhihu.com/people/hu-yao-wen-67,https://pic1.zhimg.com/4dfa3657c.jpg?source=06d4cd63,2023-08-31 12:40:41,一级评论,0,湖北
https://www.zhihu.com/answer/3164986536,2,canonical,男,<p>对于后台工作流处理，一般的模板语言也是这样啊。&lt;when:IsAdmin&gt;</p><p></p>,https://www.zhihu.com/people/canonical-entropy,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-31 17:51:50,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,2,盖拉斯,男,用XML标签做模板语言的，目标语言一般都还是*ML，所解决的需求就是不想写XML标签以外的东西，实际上仍然是专为XML打造的场景。<br><br>,https://www.zhihu.com/people/hu-yao-wen-67,https://pic1.zhimg.com/4dfa3657c.jpg?source=06d4cd63,2023-08-31 21:17:13,二级评论,0,湖北
https://www.zhihu.com/answer/3164986536,2,知乎用户1JJtFl,女,我记得之前对接过一家公司的接口，参数就是xml格式，我是这样写的，先用JSON封装好，再写一个jsonToXml()方法转一下，所以对我来说都差不多，无非就是多调了个方法,https://www.zhihu.com/people/zi-fei-yi-92,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-16 22:17:06,一级评论,0,广东
https://www.zhihu.com/answer/3164986536,2,祁祁甘雨,男,<p>xml格式无关内容还是太多了，不如json层次分明，键值位置规范整齐，一目了然。xml需要在一个标签里找属性，相对来说没那么直观明了，敲起来也更麻烦</p>,https://www.zhihu.com/people/qi-yuan-zhi-shen,https://picx.zhimg.com/v2-0d68cf399758c55c40d399bb305c7f3c.jpg?source=06d4cd63,2023-08-14 17:36:10,一级评论,0,四川
https://www.zhihu.com/answer/3164986536,2,canonical,男,<p>XML格式无关内容不多啊。如果你对比一下我在文章中介绍的XML和JSON页面表示，XML的要明显更简单，因为json需要多写属性名type，而XML不需要这个。在缩进层面，XML也存在更好的选择，区分出复杂属性和简单属性后层次更加清晰。很多时候我们都会使用XML节点的属性来表达对象属性，而不是说所有的对象属性都作为子节点来表达，这是一种严重错误的对XML的使用方式</p>,https://www.zhihu.com/people/canonical-entropy,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2023-08-14 17:41:32,二级评论,0,北京
https://www.zhihu.com/answer/3164986536,2,油面筋塞肉,男,<p>配对能很好地划分范围，这才叫一目了然，json的东西看半天都分不清是谁下面的</p>,https://www.zhihu.com/people/eflay,https://picx.zhimg.com/76b6d52c600d625dfeff72090e065c9a.jpg?source=06d4cd63,2023-08-14 17:51:51,二级评论,4,上海
https://www.zhihu.com/answer/127021314,1,钢铁金刚拳,男,刚接触clojure不到一个月<br>我在给别人介绍lisp时常用的一句话就是 lisp是和html一样只有数据代码没有程序代码的语言,https://www.zhihu.com/people/jeffery_e,https://pic1.zhimg.com/v2-0a0a2e7a34149f6eb8ac717f4bc92155.jpg?source=06d4cd63,2017-03-01 15:00:22,一级评论,3,
https://www.zhihu.com/answer/127021314,1,丧尽心,未知,<p>不应该是渔船吗，哈哈</p>,https://www.zhihu.com/people/sang-jin-xin,https://picx.zhimg.com/v2-848360a287974c0c75f701159c1b0994.jpg?source=06d4cd63,2021-04-13 10:54:30,一级评论,0,
https://www.zhihu.com/answer/31248604,1,知乎用户tgEm1g,女,xml的表达能力JSON还是赶不上的。<br>只不过80%场景，不需要那么复杂的表达。,https://www.zhihu.com/people/rocwon,https://pic1.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2014-10-01 09:21:40,一级评论,28,
https://www.zhihu.com/answer/31248604,1,Nimo,男,请教个问题：比如什么样的数据XML可以表达而JSON不可以表达？,https://www.zhihu.com/people/nimoc,https://pic1.zhimg.com/v2-7bfd059959f17fa0a9b2fbbd9d734598.jpg?source=06d4cd63,2014-11-20 16:32:23,二级评论,0,
https://www.zhihu.com/answer/31248604,1,知乎用户tgEm1g,女,比如你去看看CML，XML在化学领域的应用；或者XBRL，财务信息披露。,https://www.zhihu.com/people/rocwon,https://picx.zhimg.com/v2-abed1a8c04700ba7d72b45195223e0ff.jpg?source=06d4cd63,2014-11-24 14:53:28,二级评论,10,
https://www.zhihu.com/answer/31248604,1,zjw,男,xml里80%的功能可以通过其他方式解决，但是xml里80%的困难你只能通过叠加痛苦解决[飙泪笑]<br>任何认为一个格式的功能无可替代的想法都是很幼稚的,https://www.zhihu.com/people/zjw-25-83,https://picx.zhimg.com/v2-a9718d5dfc0e8133b97ba1c38301a90d.jpg?source=06d4cd63,2023-08-16 00:26:21,一级评论,12,广东
https://www.zhihu.com/answer/31248604,1,腹黑小太阳,未知,我搞GIS的，我不相信还有几种xml能比WFS用的GML用到更多的功能。我自己对GML的评价就是过度设计、不明所以，甚至WFS3都抛弃xml转向json了,https://www.zhihu.com/people/fu-hei-xiao-tai-yang,https://picx.zhimg.com/v2-9abd8ae893f98455d43ef122b54a6476.jpg?source=06d4cd63,2023-08-14 19:49:40,一级评论,5,湖南
https://www.zhihu.com/answer/31248604,1,木木与呆呆,男,<p>是的，舍弃了80%的功能，换来在大部分场景下性能的提升，减少网络传输流量，获得的好处还是很值得的~但是两种确实不是非此即彼的关系~</p>,https://www.zhihu.com/people/mu-mu-yu-ai-ai,https://picx.zhimg.com/v2-d8b8a91d3050d35bd824b61b385b8c4c.jpg?source=06d4cd63,2020-12-16 11:31:39,一级评论,4,
